Condition	Sex	Age	Location	Measure	Unit	Forecast Scenario	Year	Value	Lower	Upper	Data Suite	DA
Acute hepatitis	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	249.728103789089	213.52359975901	293.368037296411	GBD	Metabolism
Leprosy	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	0.528663512464196	0.411629975419388	0.66005070245992	GBD	Infectious Diseases
Other unspecified infectious diseases	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	331.25860496558	316.092537860026	346.882384329652	GBD	Infectious Diseases
Esophageal cancer	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	40.4340828336229	32.3806065145114	49.8297348847797	GBD	Oncology
Stomach cancer	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	90.0335246609847	69.3710418556592	114.10850245648	GBD	Oncology
Liver cancer	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	19.2478144607822	15.3716650788336	23.9481443717777	GBD	Oncology
Larynx cancer	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	16.4487780112669	12.8764179638297	20.7353958116158	GBD	Oncology
Tracheal, bronchus, and lung cancer	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	92.549046775378	73.723445905237	112.649941142737	GBD	Oncology
Breast cancer	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	288.264516529636	234.617627169882	351.805147356096	GBD	Oncology
Cervical cancer	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	52.3636697149598	37.5479156664263	69.2322190346133	GBD	Oncology
Uterine cancer	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	37.6066020414535	27.5016638521222	52.3386525593858	GBD	Oncology
Prostate cancer	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	49.9454456033961	35.9749782019583	67.7755794841835	GBD	Oncology
Colon and rectum cancer	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	279.919316143887	226.521827762507	337.202494610628	GBD	Oncology
Lip and oral cavity cancer	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	16.2632195460197	12.9289181852301	20.1701958921154	GBD	Oncology
Nasopharynx cancer	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	24.7939039294884	19.7896918436095	30.9587539575626	GBD	Oncology
Other pharynx cancer	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	1.94906497465852	1.53608565877325	2.454294194432	GBD	Oncology
Gallbladder and biliary tract cancer	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	5.79672523497866	3.88258602767233	7.56480961891557	GBD	Oncology
Pancreatic cancer	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	7.24040298529346	5.70342997310249	8.88332834079073	GBD	Oncology
Malignant skin melanoma	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	6.47875333101971	3.46424873150667	8.7307856961791	GBD	Oncology
Non-melanoma skin cancer	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	26.8937958350321	21.9297732669834	32.7744076735945	GBD	Other Onco Hem
Ovarian cancer	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	12.942985828482	9.39840016573873	17.1550629886398	GBD	Oncology
Osteoarthritis	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	11297.3783076958	9936.88967532144	12604.9407144559	GBD	Other
Low back pain	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	7212.74654136372	6282.7332991824	8139.38182504243	GBD	Other
Neck pain	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	3476.73993819939	2702.54517009232	4310.49805110978	GBD	Other
Testicular cancer	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	4.16603676381917	3.19491517323458	5.37237534289241	GBD	Oncology
Kidney cancer	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	26.2316345107769	21.2492184456799	31.8632704756819	GBD	Oncology
Bladder cancer	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	44.0156304108671	34.737937283392	56.672379984018	GBD	Oncology
Brain and central nervous system cancer	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	22.6670075269531	18.1539522671516	28.8359907186378	GBD	Oncology
Gout	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	1239.25419030109	969.118740170293	1568.3352715513	GBD	Other
Thyroid cancer	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	29.206119031793	23.5013613136392	36.7310103905259	GBD	Oncology
Other musculoskeletal disorders	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	6414.10865052951	5461.94174492669	7514.94498508599	GBD	Other
Mesothelioma	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	0.267594509241575	0.215416683147049	0.326872221764651	GBD	Oncology
Congenital birth defects	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	568.20046906315	508.100850872205	634.695492383002	GBD	Other
Hodgkin lymphoma	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	1.86013103629591	1.11584928175617	2.44163307001149	GBD	Oncology
Non-Hodgkin lymphoma	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	49.081253340413	38.1100770816059	60.8163013729001	GBD	Oncology
Dermatitis	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	2984.34474670383	2644.57515185196	3414.188770666	GBD	Immunology
Psoriasis	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	599.728621814122	578.894004139569	620.675996149982	GBD	Immunology
Multiple myeloma	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	3.54768911014197	2.26219456157176	4.68364281679123	GBD	Oncology
Scabies	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	4452.76330082555	3974.49074417038	4958.87663143892	GBD	Infectious Diseases
Leukemia	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	37.8408386824051	25.4227768979976	47.5299575369704	GBD	Oncology
Fungal skin diseases	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	4963.17293881949	4477.17386741911	5521.64984836766	GBD	Infectious Diseases
Other malignant neoplasms	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	40.2972355286017	31.1111216609625	51.1001813232241	GBD	Other Onco Hem
Viral skin diseases	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	1853.57388390949	1799.04912973987	1913.45752540328	GBD	Infectious Diseases
Other neoplasms	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	1083.65884898456	924.724134835275	1272.0542808777	GBD	Other Onco Hem
Acne vulgaris	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	2868.10027956432	2615.76087553461	3149.51336058441	GBD	Other
Rheumatic heart disease	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	637.295785243028	520.832586464298	771.229383718558	GBD	Cardiovascular
Alopecia areata	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	244.967966077692	236.549048514176	253.805449150089	GBD	Immunology
Pruritus	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	1409.33522137714	1245.05081071799	1589.61897452348	GBD	Other
Ischemic heart disease	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	4721.47066492966	3997.83709271844	5698.91028113411	GBD	Cardiovascular
Urticaria	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	687.89322897967	608.754260502345	765.22945783437	GBD	Immunology
Stroke	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	1933.92983290622	1771.28799591832	2111.2273171845	GBD	Cardiovascular
Decubitus ulcer	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	7.45876268966264	6.73102894400662	8.43913652231369	GBD	Other
Hypertensive heart disease	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	297.78096932832	225.525611520377	385.837840124599	GBD	Cardiovascular
Other skin and subcutaneous diseases	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	9053.9907732368	8678.42660572776	9408.21370754727	GBD	Immunology
Cardiomyopathy and myocarditis	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	28.7468897562415	23.3653341816667	34.3880594219565	GBD	Cardiovascular
Age-related and other hearing loss	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	32488.8697906214	30706.9876686527	34479.3531596398	GBD	Other
Other sense organ diseases	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	2715.54555762545	2188.12012076462	3492.61113564964	GBD	Other
Atrial fibrillation and flutter	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	812.217611562545	642.417239065507	1060.73044081221	GBD	Cardiovascular
Oral disorders	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	42240.6248084581	38818.4291239978	45732.3053345767	GBD	Other
Peripheral artery disease	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	2115.38523103606	1811.7756403545	2481.12765489667	GBD	Cardiovascular
Endocarditis	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	2.27737139819565	1.94355393773591	2.61139503117809	GBD	Cardiovascular
Road injuries	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	2702.65484875022	2482.50325351366	2921.77787303317	GBD	Other
Other transport injuries	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	212.236988956379	179.061100659922	261.729326056692	GBD	Other
Non-rheumatic valvular heart disease	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	254.745874623669	238.950095477538	271.131982480029	GBD	Cardiovascular
Falls	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	7823.44654981563	6795.67481858981	8945.07825833223	GBD	Other
Other cardiovascular and circulatory diseases	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	424.667363930498	303.842358868222	582.211087488756	GBD	Cardiovascular
Drowning	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	45.6232612418441	39.4485070295974	52.7749204384307	GBD	Other
Chronic obstructive pulmonary disease	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	3661.39865567152	3238.84401112607	4122.66248364338	GBD	Immunology
Fire, heat, and hot substances	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	873.074261505084	711.693290296542	1068.41852228545	GBD	Other
Poisonings	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	39.0055300642958	33.2223825846511	44.930464430057	GBD	Other
Pneumoconiosis	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	15.868015746876	12.6638597315411	19.4080268917587	GBD	Other
Exposure to mechanical forces	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	1497.65866681755	1323.58302949627	1711.71164437812	GBD	Other
Asthma	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	1677.39132371784	1399.17316933478	2040.60893522917	GBD	Immunology
Adverse effects of medical treatment	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	1.83471694938167	1.36119828950884	2.41099352769485	GBD	Other
Interstitial lung disease and pulmonary sarcoidosis	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	46.2097986539763	39.4228328957955	54.2848820248417	GBD	Immunology
Animal contact	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	149.77216327169	128.734713404801	176.455811510218	GBD	Other
Cirrhosis and other chronic liver diseases	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	28288.1714827235	26163.8438091119	30376.0943820815	GBD	Immunology
Foreign body	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	288.83459118463	224.689877664046	374.155249894921	GBD	Other
Appendicitis	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	10.9969913259144	8.76160399215646	14.1349793510805	GBD	Other
Other unintentional injuries	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	485.647299155653	418.881761073382	567.631584071426	GBD	Other
Paralytic ileus and intestinal obstruction	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	9.28926427751512	8.88872386842291	9.68552519822274	GBD	Other
Self-harm	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	202.673560552727	175.181337784067	232.669893582535	GBD	Other
Inguinal, femoral, and abdominal hernia	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	114.687456598367	94.0092795752594	137.716088072325	GBD	Other
Interpersonal violence	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	6230.50875404431	5539.72199649678	6864.58872953515	GBD	Other
Inflammatory bowel disease	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	12.2007648301481	10.2796476718208	14.6047718511092	GBD	Immunology
Exposure to forces of nature	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	88.562651706353	58.304592711895	132.906496136362	GBD	Other
Vascular intestinal disorders	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	0.870470517998023	0.737655457645123	1.01720361582676	GBD	Other
Gallbladder and biliary diseases	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	6058.3535734153	5128.06300020815	7067.70197885671	GBD	Other
Pancreatitis	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	35.9333430576971	25.1756451251401	51.0578626784087	GBD	Metabolism
Alzheimer's disease and other dementias	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	1280.08102326145	1089.52762054627	1485.17577221061	GBD	Neurology
Pulmonary Arterial Hypertension	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	2.93140246146378	2.34539828633311	3.65747847874519	GBD	Cardiovascular
Parkinson's disease	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	381.680450838114	321.479747720229	453.060814452202	GBD	Neurology
Eye cancer	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	1.59066384687229	0.853486385007342	2.09655073241531	GBD	Other Onco Hem
Idiopathic epilepsy	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	220.505254065632	156.443863146385	287.379902123199	GBD	Neurology
Soft tissue and other extraosseous sarcomas	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	3.33428225727565	2.31294998212775	4.69435855922314	GBD	Other Onco Hem
Multiple sclerosis	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	2.87601289948877	2.28197089788205	3.56552408424454	GBD	Neurology
Malignant neoplasm of bone and articular cartilage	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	12.5451588011114	7.83922149266486	16.4250886023132	GBD	Other Onco Hem
Motor neuron disease	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	2.34390198746654	1.88533374538255	2.85722423747339	GBD	Neurology
Neuroblastoma and other peripheral nervous cell tumors	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	0.26539080699385	0.19244444191825	0.333260750597891	GBD	Other Onco Hem
Other neurological disorders	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	0.253092932834204	0.163373581675218	0.34990996508682	GBD	Neurology
COVID-19	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	313.390002781707	235.836808862843	400.931713400398	GBD	Infectious Diseases
Schizophrenia	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	375.413595894827	327.438645188974	426.19399842985	GBD	Other
Alcohol use disorders	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	1364.44391706504	1172.04654742938	1599.05042171789	GBD	Other
Drug use disorders	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	535.239268869318	464.160749974424	631.13641691205	GBD	Other
Depressive disorders	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	3862.03373707937	3465.7516231695	4282.66566415459	GBD	Other
Bipolar disorder	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	201.849914398601	170.877378826023	235.473705037187	GBD	Other
Anxiety disorders	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	3379.50943268218	2970.97698800445	3841.82573222852	GBD	Other
Eating disorders	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	114.840570773049	85.5092257005735	154.02153751036	GBD	Other
Autism spectrum disorders	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	636.671372761294	529.619919135996	758.254456323745	GBD	Other
Attention-deficit/hyperactivity disorder	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	1724.86483131469	1307.46388028379	2344.25838428037	GBD	Other
Conduct disorder	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	324.979323843909	233.312065597876	419.857181158744	GBD	Other
Environmental heat and cold exposure	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	120.687302664641	102.565582359248	143.414361267228	GBD	Other
Idiopathic developmental intellectual disability	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	247.053543443766	62.6139887553771	447.465675771339	GBD	Other
Executions and police conflict	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	110.249243732896	42.5908748407759	182.724114644653	GBD	Other
Other mental disorders	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	1831.63936361107	1442.00507302217	2285.82470562218	GBD	Other
Diabetes mellitus	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	8820.49055432112	8088.66067469628	9632.71115526254	GBD	Metabolism
Acute glomerulonephritis	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	0.57025398716666	0.488723069760381	0.666888416201284	GBD	Renal
Conflict and terrorism	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	189.318344395975	0.137579870742393	984.49797348133	GBD	Other
Chronic kidney disease	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	8603.35922576627	7956.97124886656	9335.20895503243	GBD	Renal
Urinary diseases and male infertility	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	2644.61996764173	2027.85019275724	3428.5719834551	GBD	Fertility
Gynecological diseases	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	16294.7752032772	14541.4299832518	18091.8916657898	GBD	Fertility
Typhoid and paratyphoid	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	0.383423188037696	0.305923610258569	0.474022917340586	GBD	Other
Hemoglobinopathies and hemolytic anemias	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2023	25884.1191282648	24699.0176420188	27372.4906062941	GBD	Other Onco Hem
